Q07075	prediction-disorder-mobidb_lite	44..83	0.042	40	957
P49418	prediction-disorder-mobidb_lite	244..312,486..617	0.289	201	695
P15144	prediction-disorder-mobidb_lite	40..62	0.024	23	967
Q6Q4G3	prediction-disorder-mobidb_lite	48..91	0.044	44	990
P30533	prediction-disorder-mobidb_lite	32..52	0.059	21	357
Q9C0C7	prediction-disorder-mobidb_lite	254..284,343..413,458..494,538..561,590..690,747..796,1060..1079,1112..1143,1190..1214,1227..1298	0.357	463	1298
Q6UX39	prediction-disorder-mobidb_lite	142..209	0.325	68	209
Q400G9	prediction-disorder-mobidb_lite	332..381	0.1	50	498
Q86YJ7	prediction-disorder-mobidb_lite	442..474,534..590,595..614	0.176	110	626
Q8N6S4	prediction-disorder-mobidb_lite	1..27	0.05	27	541
Q6ZTN6	prediction-disorder-mobidb_lite	219..246,454..518	0.18	93	518
Q8IVF6	prediction-disorder-mobidb_lite	262..320	0.059	59	992
A2A2Z9	prediction-disorder-mobidb_lite	263..330,533..554	0.089	90	1011
P39687	prediction-disorder-mobidb_lite	147..249	0.414	103	249
Q5CZ79	prediction-disorder-mobidb_lite	302..343,355..401	0.108	89	823
Q9BXX3	prediction-disorder-mobidb_lite	267..376,453..482,782..807,902..931	0.14	196	1397
Q9BXX2	prediction-disorder-mobidb_lite	1..21,265..292,558..587,636..656,671..690,830..877,904..926	0.137	191	1392
Q92688	prediction-disorder-mobidb_lite	149..251	0.41	103	251
O43423	prediction-disorder-mobidb_lite	161..234	0.316	74	234
Q9BTT0	prediction-disorder-mobidb_lite	149..268	0.448	120	268
A6NCL7	prediction-disorder-mobidb_lite	1..80,349..494	0.457	226	494
Q69YU3	prediction-disorder-mobidb_lite	147..473	0.659	327	496
